Family,Species,Author,Info,Occurrence,Common names,Abundance,Max length,Maturity,Remark,Photo
Anthiadidae,Pseudanthias fasciatus,"(Kamohara, 1955)",M,native ,"Redstripe basslet (English), Red-stripe seaperch (English), Striped anthias (English) ",,21.00 cm TL male/unsexed ,,"The Great Barrier Reef, from Escape Reef (15°50'S) to One Tree Is. (23°30'S), Qld (Ref. 2334). Also Ref. 90102. ",+ 
Anthiadidae,Pseudanthias huchtii,"(Bleeker, 1857)",M,native ,"Pacific basslet (English), Hucht's fairy basslet (English), Threadfin anthias (English) ",,12.00 cm TL male/unsexed ;6.00 cm TL female ,,"Known from Lizard Is. to Escape Reef, Great Barrier Reef, Queensland (Ref. 7300); north-eastern Australia (Ref. 90102). ",+ 
Anthiadidae,Pseudanthias hypselosoma,"Bleeker, 1878",M,native ,"Pink basslet (English), Pink seaperch (English), Stocky anthias (English) ",,19.00 cm TL male/unsexed ,,"Known from Lizard Is. to Escape Reef, Qld. (Ref. 7300). Also Ref. 2334, 90102. ",+ 
Anthiadidae,Pseudanthias luzonensis,"(Katayama & Masuda, 1983)",M,native ,"Luzon basslet (English), Luzon sea-perch (English), Yellowlined anthias (English) ",,14.50 cm TL male/unsexed ,,"Known from the Great Barrier Reef (Ref. 7300); north-eastern Queensland (Ref. 90102). Also Ref. 2334, 48635. ",+ 
Anthiadidae,Pseudanthias paralourgus,"Gill, Pogonoski, Johnson & Tea, 2021",M,native ,Purple-tip Anthias (English) ,,13.40 cm SL male/unsexed ,,"Type locality of Pseudanthias paralourgus, Australia, Queensland, off Cape Moreton (Ref. 127477). ",- 
Anthiadidae,Pseudanthias pictilis,"(Randall & Allen, 1978)",M,native ,"Painted basslet (English), Painted anthias (English), Purple-yellow seaperch (English) ",,13.50 cm TL male/unsexed ,,"Known from the Capricorn Group, Great Barrier Reef, Queensland (Ref. 7300) and Lord Howe Is. (Ref. 2334). Museum: North Rock, Lord Howe I., BPBM 14811 (holotype of A. pictilis, 8.93 cm SL, male) (Ref. 10392). Also Ref. 2334. ",+ 
Anthiadidae,Pseudanthias pleurotaenia,"(Bleeker, 1857)",M,native ,"Mirror basslet (English), Blotched fairy basslet (English), Squarespot Anthias (English) ",,20.00 cm TL male/unsexed ,,"Known from Escape Reef, Great Barrier Reef, Qld. and Rowley Shoals, Western Australia (Ref. 7300); Queensland and Northwest Shelf (Ref. 90102). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334, 10625, 37816. ",+ 
Anthiadidae,Pseudanthias rubrizonatus,"(Randall, 1983)",M,native ,"Lilac-tip basslet (English), Deepsea fairy basslet (English), Lilac-tipped seaperch (English), Redbar anthias (English) ",,12.00 cm TL male/unsexed ,,"Occurs northwest Australia and Great Barrier Reef (Ref. 37816). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154); east coast and Monte Bello Islands, Western Australia (Ref. 90102). Also Ref. 2334, 48635. ",+ 
Anthiadidae,Pseudanthias sheni,"Randall & Allen, 1989",M,endemic ,Shen's basslet (English) ,,10.48 cm SL male/unsexed ,,"Museum: Western Australia, Rowley Shoals, Mermaid Reef, base of drop-off, 46 m, WAM P.29660-001 (holotype, 9.6 cm SL, male); BPBM 31983 - 31985. Clerke Reef, WAM P.27668-001 (Ref. 10625). ",+ 
Anthiadidae,Pseudanthias squamipinnis,"(Peters, 1855)",M,native ,"Orange basslet (English), Orange fairy basslet (English), Orange seaperch (English), Scalefin anthias (English) ",,15.00 cm TL male/unsexed ;7.00 cm TL female ,,"Known from Lizard Is., Queensland to the vicinity of Sydney, New South Wales (Ref. 7300). Reported from Lord Howe Island and from the Territory of Ashmore and Cartier Islands (Ref. 75154). In Great Barrier Reef, spawning takes place during the summer (Ref. 37816). Also Ref. 33390, 90102. ",+ 
Anthiadidae,Pseudanthias ventralis,"(Randall, 1979)",M,native ,"Longfin basslet (English), Longfin anthias (English) ",,7.00 cm TL male/unsexed ,,"Known from Escape Reef, Great Barrier Reef, Queensland (Ref. 7300). Also Ref. 2334. ",+ 
Balistidae,Pseudobalistes flavimarginatus,"(Rüppell, 1829)",M,native ,Black-spotted triggerfish (English) ,,60.00 cm TL male/unsexed ,,"Known in New South Wales, juveniles occasionally south to the Sydney area (Ref. 9002). ",+ 
Balistidae,Pseudobalistes fuscus,"(Bloch & Schneider, 1801)",M,native ,"Blue-lined trigger (English), Blue-lined triggerfish (English) ",,55.00 cm TL male/unsexed ,,Museum: LPPL JIF156 (TGT3240). Found from North West Cape to Darwin (Ref. 5978).  ,+ 
Carangidae,Pseudocaranx dentex,"(Bloch & Schneider, 1801)","Br, M, Fi, Rstr, Sp",native ,"Silver trevally (English), Araara (English), Blue trevally (English), Blurter (English), Bruised-face trevally (English), Jack (English), Ranger (English), Silver bream (English), Silver fish (English), Skipjack trevally (English), Skippy (English), Trevally (English), White trevally (English), Silver trevally (English) ",common (usually seen) ,122 cm TL male/unsexed ,28 TL ,"Distributed from approximately Rockhampton on the central Queensland coast through the waters of all southern Australian States to North West Cape in Western Australia. They also inhabit the waters of Lord Howe Island and Norfolk Island. Commercial fishery: The main fishery for silver trevally is located in New South Wales waters. Trevally are targeted by fishers using beach seines in bays, or from ocean beaches along the coast from Port Macquarie to the Victorian border. They are also caught in the New South Wales trap fishery which targets higher valued species such as snapper (Pagrus auratus) and ocean jackets (Nelusetta ayraudi). Small quantities of silver trevally are caught in estuaries using coastal set gillnets. Catches are also made by demersal otter trawlers targeting other species in the South East Fishery off southeastern Australia. Trawl catch rates are consistently low in the Fishery, e.g. total trawl catches ranged between 200 t and 400 t from 1985-86 to 1989-90. Most of the silver trevally trawl catch is taken from waters less than 100 m deep (Ref. 27735). Silver trevally are also a bycatch of the Southern Shark Fishery, although the level of catch is uncertain due to misreporting of warehous (Seriolella species) as silver trevally. Small quantities of silver trevally are also trolled in Tasmanian coastal waters. The New South Wales catch of silver trevally has increased since the 1980s when the low price obtained for silver trevally deterred fishers from targetting the species. Higher prices now encourage fishers to target silver trevally when the availability of other more valuable species is low. Silver trevally are sold mainly as whole fish on the domestic fresh fish market. Some of the catch is air freighted to Japan as fresh, chilled product. Recreational fishery: Silver trevally is a significant recreational species throughout the area it inhabits. The most common methods used to catch it are handlines and rod-and-line and most fish are caught by using baits of cut fish flesh, whole pilchards (Sardinops neopilchardus) or anchovies (Engraulis australis), squid, prawns (Penaeidae), crabs or cunjevoi (Pyura stolonifera) (Ref. 27128). The largest recorded silver trevally caught by a recreational angler weighed 10 kg and was taken off Lord Howe Island (Australian Anglers Association records). Also Ref. 2156, 2334, 3157. ",+ 
Labridae,Pseudocheilinus evanidus,"Jordan & Evermann, 1903",M,native ,"Pinstripe wrasse (English), Disappearing wrasse (English) ",,9.00 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Coral Sea: Chesterfield Is., BPBM 33552; Bougainville Reef, BPBM 31777. Great Barrier Reef: One Tree I., AMS I.17929, I.20706-021; Lizard I., AMS I.18740, I.19462-041; Raine I., AMS I.20757-123, QM I.19905; Tijou Reef, QM I.16043 (Ref. 33410). Also Ref. 2334. In range Ref. 1602. ",+ 
Labridae,Pseudocheilinus hexataenia,"(Bleeker, 1857)",M,native ,"Sixline wrasse (English), Sixstripe wrasse (English) ",,10.00 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands and off Lord Howe Island (Ref. 75154). Museum: Coral Sea: Chesterfield Is., BPBM 33588; Osprey Reef, AMS I.25112-024; Bougainville Reef, BPBM 31778. Great Barrier Reef: Lady Musgrave Reef, AMS I.21495-048; Fairfax Reef, AmS I.21490-019; One Tree I., USNM 277441; Lizard I., AMS I.18740-033; Yonge Reef, CAS 40163, QM I.4957; between Yonge and Carter reefs, USNM 218099; Raine I., AMS I.20757-004, QM I.15573. Lord Howe I., AMS I.17362-036. Queensland: Cairns, MCZ 36836; Opal Reef (off Cairns), AMS I.17047-017; Clack I., AMS I.20793-020, QM I.15437; Cape Melville, AMS I.20755-016, QM I.16058. Western Australia: Timor Sea, Ashmore Reef, CAS 73537; Scott Reef, AMS I.21316-027 (Ref. 33410). Also Ref. 1602. ",+ 
Labridae,Pseudocheilinus ocellatus,"Randall, 1999",M,native ,Whitebarred pink wrasse (English) ,,10.25 cm SL male/unsexed ,,"Reported from Coral Sea Islands Territory (Ref. 75154). Museum: Coral Sea: Lihou Reef, Anne Cay, WAM P29638-021; Holmes Reef, AMS I.39405-001 (Ref. 33410). ",+ 
Labridae,Pseudocheilinus octotaenia,"Jenkins, 1901",M,native ,"Eightline wrasse (English), Eightstripe wrasse (English) ",,14.00 cm SL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Great Barrier Reef: Lizard I., AMS I.19472-049 (Ref. 33410). In range Ref. 1602, 2334. Known from Queensland and offshore reefs of Western Australia (Ref. 90102). ",+ 
Pseudochromidae,Pseudochromis andamanensis,"Lubbock, 1980",M,native ,Sunset dottyback (English) ,,7.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154); also known from north-western Australia (Ref. 90102). ,+ 
Pseudochromidae,Pseudochromis bitaeniatus,"(Fowler, 1931)",M,native ,"Slender dottyback (English), Double-striped dottyback (English) ",,12.00 cm TL male/unsexed ,,"Known from Scott Reef, Western Australia (Ref. 7300). Also recorded from Northern Australia (Ref. 48635); Queensland and Northwest Shelf (Ref. 90102). ",+ 
Pseudochromidae,Pseudochromis cyanotaenia,"Bleeker, 1857",M,native ,"Yellowhead dottyback (English), Bluebarred dottyback (English) ",,6.20 cm TL male/unsexed ,,Reported from the Great Barrier Reef (Ref. 1602); Western Australia (Ref. 90102). Also Ref. 48635. ,+ 
Pseudochromidae,Pseudochromis flammicauda,"Lubbock & Goldman, 1976",M,endemic ,"Orangetail dottyback (English), Firetail dottyback (English) ",,5.50 cm TL male/unsexed ,,"Known from Raine Is. to Capricorn Group, Great Barrier Reef, Queensland (Ref. 7300). ",+ 
Pseudochromidae,Pseudochromis fuscus,"Müller & Troschel, 1849",M,native ,"Dusky dottyback (English), Brown dottyback (English) ",,10.00 cm TL male/unsexed ,,"Known from North West Cape to Scott Reef, Western Australia; Cobourg Peninsula, Northern Territory; and Moreton Bay, Queensland including the Great Barrier Reef (Ref. 7300). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334. ",+ 
Pseudochromidae,Pseudochromis howsoni,"Allen, 1995",M,native ,"Howson's dottyback (English), Shelf dottyback (English) ",,10.00 cm TL male/unsexed ,,Recorded from Ashmore Reef and the North-West Shelf (Ref. 31113). ,- 
Pseudochromidae,Pseudochromis jamesi,"Schultz, 1943",M,native ,Spot-tail dottyback (English) ,,5.50 cm TL male/unsexed ,,"Known from Lizard Is. To Escape Reef, Queensland (Ref. 7300). Reported from the Coral Sea Islands Territory (Ref. 75154). Also known from Northern Great Barrier Reef (Ref. 90102). ",+ 
Pseudochromidae,Pseudochromis marshallensis,"Schultz, 1953",M,native ,"Marshall dottyback (English), Orange-spotted dottyback (English), Yellow-tail dottyback (English) ",,8.00 cm TL male/unsexed ,,"Known from North West Cape to Monte Bello Is., West Australia (Ref. 7300). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154); also known from northernmost Great Barrier Reef (Ref. 90102). ",+ 
Pseudochromidae,Pseudochromis moorei,"Fowler, 1931",M,native ,,,12.00 cm SL male/unsexed ,,Recorded from northern Australia (Ref. 48635). ,+ 
Pseudochromidae,Pseudochromis punctatus,"Kotthaus, 1970",M,native ,,,10.40 cm TL male/unsexed ,,,- 
Pseudochromidae,Pseudochromis quinquedentatus,"McCulloch, 1926",M,native ,"Spotted dottyback (English), Spiny dottyback (English) ",,9.50 cm TL male/unsexed ,,Range extends east to the Gulf of Carpentaria (Ref. 3131) and the Capricorn Group in Queensland (Ref. 7300). Museum: NTM S.11035-001 (TGT3246). From North West Cape to Darwin (Ref. 7300). ,+ 
Pseudochromidae,Pseudochromis steenei,"Gill & Randall, 1992",M,native ,,,12.00 cm TL male/unsexed ,,,+ 
Pseudochromidae,Pseudochromis tapeinosoma,"Bleeker, 1853",M,native ,"Blackmargin dottyback (English), Horseshoe-tailed dottyback (English) ",,7.40 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands; Ashmore Reef, Timor Sea (Ref. 75154). W coast, NW Shelf, GBR, NE coast, W.A., N.T.; Point Quobba to Scott Reef, W.A. and from Murray Is. to Capricorn Group, Qld. (Ref. 7300). ",+ 
Pseudochromidae,Pseudochromis wilsoni,"(Whitley, 1929)",M,endemic ,Yellowfin dottyback (English) ,,8.00 cm TL male/unsexed ,,"Known from Port Denison, Western Australia to Bargara, Qld., including the Gulf of Carpentaria, Northern Territory and the Great Barrier Reef (Ref. 7300). ",+ 
Labridae,Pseudocoris heteroptera,"(Bleeker, 1857)",M,native ,"Zebra wrasse (English), Torpedo wrasse (English) ",,20.00 cm TL male/unsexed ,,Known from New South Wales (Ref. 9710) and Western Australia (Ref. 75154). Also Ref. 48636. ,+ 
Labridae,Pseudocoris yamashiroi,"(Schmidt, 1931)",M,native ,"Japanese wrasse (English), Pink wrasse (English), Redspot wrasse (English) ",,16.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also known from Rowley Shoals (Ref. 1602). Also Ref. 2334. ,+ 
Labridae,Pseudodax moluccanus,"(Valenciennes, 1840)",M,native ,Chiseltooth wrasse (English) ,,30.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334. ,+ 
Latridae,Pseudogoniistius nigripes,"(Richardson, 1850)",M,native ,"Magpie perch (English), Black-striped morwong (English), Magpie morwong (English) ",,41.00 cm TL male/unsexed ,,"Type locality of Cheilodactylus nigripes, neotype from Western Australia, King George’s Sound (Ref. 120445). Known from southern Western Australia to southern New South Wales, including Tasmania (Ref. 9563, 120445). ",+ 
Grammistidae,Pseudogramma astigma,"Randall & Baldwin, 1997",M,native ,Spotless podge (English) ,,7.40 cm SL male/unsexed ,,"Occurs in Great Barrier Reef (Ref. 37816). Museum: Coral Sea, Bougainville Reef, SW side, AMS I.37618-001 (Ref. 27020). Also Ref. 90102. ",+ 
Grammistidae,Pseudogramma polyacantha,"(Bleeker, 1856)",M,native ,"Honeycomb podge (English), False gramma (English), Palespotted podge (English) ",,8.60 cm SL male/unsexed ,,"Known from South Murion Is., Western Australia to One Tree Is., Qld. (including the Great Barrier Reef and Northern Territory) (Ref. 7300). Reported from Lord Howe Island and from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Coral Sea, Bougainville Reef, BPBM 31786. Osprey Reef, AMS I.25107-035, I.25109-031, I.25112-095, I25113-059. Holmes Reef, AMS I.30465-070. Great Barrier Reef, Lizard I., CAS 40110. Yonge Reef, CAS 40108 - 40109, USNM 218131 - 218132. Raine I., AMS I.20775. Western Australia, Ashmore Reef, AMS I.26735-011, I.26737-003. Dampier Arch., Kendrew I., WAM P.25111-042. North West Cape, WAM P.25369-025. South Murion I., WAM P.25819-016 (Ref. 27020). Also Ref. 1602, 33390, 90102. ",+ 
Labridae,Pseudojuloides crux,"Tea, Gill & Senou, 2020",M,native ,Stellate pencil wrasse (English) ,,11.14 cm SL male/unsexed ,,"Type locality of Pseudojuloides crux, Western Australia, NW Cape, lagoon reef off Tantabiddy Creek. Known from the Houtman Abrolhos islands, north to the Dampier Archipelago (Ref. 123183). ",- 
Labridae,Pseudojuloides elongatus,"Ayling & Russell, 1977",M,native ,"Long green wrasse (English), Elongate wrasse (English) ",,14.00 cm TL male/unsexed ,,"Species from Western Australia (Ref. 2140, 75154), refers to Pseudojuloides crux (Ref. 123183). ",+ 
Labridae,Pseudojuloides mesostigma,"Randall & Randall, 1981",M,native ,,,7.00 cm SL male/unsexed ,,Known from the Great Barrier Reef (Ref. 102105). ,+ 
Labridae,Pseudojuloides splendens,"Victor, 2017",M,native ,"Candy wrasse (English), Long blue-lined wrasse (English), Smalltail wrasse (English) ",,8.96 cm SL male/unsexed ,,"Known from Queensland and New South Wales (Ref. 75154). Museum: Lord Howe I., BPBM 14803 (Ref. 2140). ",+ 
Labridae,Pseudolabrus biserialis,"(Klunzinger, 1880)",M,native ,Redband wrasse (English) ,common (usually seen) ,17.20 cm SL male/unsexed ,,"Known from Western Australia (Ref. 75154). Inhabits rocky, algal-covered reefs, particularly at offshore localities. Museum: Western Australia, Rob I., Recherche Arch., AMS I.20219-007; Two People Bay, AMS I.20236-002; King George Sound, SMNS 2682 (syntypes of Labrichthys biserialis), WAM P.24855; Clatham I., WAM P.5697; Stanley I., WAM P.5698; Cape Naturaliste, AMS I.20233-003; Geographe Bay, AMS I.20234-004; Mandurah, NMV 7041. Rottnest I., AMS I.20239-002 (Ref. 26203). ",+ 
Labridae,Pseudolabrus guentheri,"Bleeker, 1862",M,native ,"Gunther's wrasse (English), Chocolate parrotfish (English), Günther's rainbowfish (English), Günther's wrasse (English) ",common (usually seen) ,18.00 cm TL male/unsexed ,,"Known from Queensland and New South Wales (Ref. 75154). Inhabits rocky and coral reefs in shallow water at depths up to 20 m. Museum: RMNH 2170, 2173 (syntypes of P. guentheri). South Ses, NMW 27624 (holotype of L. australis). Queensland, Barrier Reef, QM I.140 (holotype of L. sexlineatus); Lindeman I., AMS IA.6465, QM I.5363; Gillet Cay, AMS IB.6113; Heron I., AMS I..15455-001; One Tree I., AMS I.15626-001; Masthead I., AMS I.7145; Port Curtis, AMS IA.4218; Hervey Bay, QM I.14762; Noosa, QM I.13775; Caloundra, AM I.12587; Moreton Bay, AMS I.9505, QM I.123 (?holotype of L. dux), QM I.124 (?holotype of L. cruentatus), QM I.9867 (?holotype of L. rex). New South Wales, Tweed Heads, QM I.379; Byron Bay, AMS I.18064-014; South Solitary I., AMS I.19696-006; Broughton I., AMS I.20541-001; Swansea, AMS IB.4282; Port Jackson, AMS I.16365-001 (syntypes of L. melanura), AMS I.18335-003 (holotype of L. dorsalis); Cape Solander, AMS I.11350 (Ref. 26203). Also Ref. 2334, 9823. ",+ 
Labridae,Pseudolabrus rubicundus,"(Macleay, 1881)",M,native ,"Rosy wrasse (English), Rosy parrotfish (English) ",,20.00 cm SL female ,,"Museum: New South Wales, off Dee Why, AMS IB.1162; Moses Rock, Jervis Bay Peninsula, AMS I.18709-004. Victoria, off Lakes Entrance, NMV A.508; Western Port Bay, NMV 60139; Portsea, AMS I.19210-001; Hobson's Bay, NMV 60140; Lady Julia Percy I., NMV A.509. Tasmania, Flinders I., AMS I.10018, I.10192; Bicheno, QVMT 1974.5.65; Oyster Bay, AMS I.10255; Oyster Cove, TMH D.555; Rocky Cape, AMS I.20079-015; Otway Banks, TMH D.922. South Australia, Kangaroo I., AMS I.20176-002; Great Australian Bight, AMS I.12333, I.18709-004 (Ref. 26203). ",+ 
Monacanthidae,Pseudomonacanthus peroni,"(Hollard, 1854)",M,native ,"Pot-bellied leatherjacket (English), Brown-spotted leather-jacket (English), Leatherjacket (English) ",,35.00 cm SL male/unsexed ,,Museum: CSIRO CA2203. From North West Cape to Darwin. Range extends east to the Gulf of Carpentaria (Ref. 3131). Also Ref. 3132. ,+ 
Aploactinidae,Pseudopataecus carnatobarbatus,"Johnson, 2012",M,native ,Goatee velvetfish (English) ,,9.74 cm SL male/unsexed ,,"Type locality. Known from Monte Bello Is., north to Adele I., and west to Montgomery Reef; also recorded from Exmouth Navy Wharf (Ref. 89851). ",+ 
Pseudochromidae,Pseudoplesiops annae,"(Weber, 1913)",M,native ,,,3.70 cm TL male/unsexed ,,"Great Barrier Reef, Qld.; Raine Is. to the Capricorn Group, Qld. Also known from Coral Sea (Ref. 90102). ",+ 
Pseudochromidae,Pseudoplesiops howensis,"Allen, 1987",M,native ,Lord Howe Dottyback (English) ,,2.80 cm SL male/unsexed ,,"Type locality: Lord Howe I., 31°32'S, 159°04'E, 20-25 m (Ref. 26282). Known from Capricorn Group, Qld. (Ref. 7300). ",+ 
Pseudochromidae,Pseudoplesiops immaculatus,"Gill & Edwards, 2002",M,native ,"Immaculate dottyback (English), Bearded dottyback (English) ",,4.00 cm TL male/unsexed ,,"Type locality: coral gutter, w. end of Raine Island, Great Barrier Reef, 11°36'S, 144°01'E (Ref. 46206). Also Ref. 90102. ",+ 
Pseudochromidae,Pseudoplesiops revellei,"Schultz, 1953",M,native ,,,3.50 cm TL male/unsexed ,,"Known from Raine Is. to Escape Reef, Queensland (Ref. 7300). ",+ 
Pseudochromidae,Pseudoplesiops rosae,"Schultz, 1943",M,native ,"Rose dottyback (English), Large-scaled dottyback (English), Rose devilfish (English), Rose island dottyback (English) ",,2.30 cm SL male/unsexed ,,"Reported from Coral Sea Islands Territory (Ref. 75154); also known from Great Barrier Reef (Ref. 90102). W coast, NW Shelf, GBR, W.A., Qld.; North West Cape, W.A. and Raine Is. To Escape Reef, Qld. (Ref. 7300). Also Ref. 48635. ",+ 
Pseudochromidae,Pseudoplesiops typus,"Bleeker, 1858",M,native ,Ringeye dottyback (English) ,,4.60 cm SL male/unsexed ,,"Known from Rowley Shoals to Scott Reef, Western Australia and from Halfway Is. to Capricorn Group, Qld. (Ref. 7300). Reported from Coral Sea Islands Territory (Ref. 75154); also known from Great Barrier Reef (Ref. 90102). ",+ 
Pseudochromidae,Pseudoplesiops wassi,"Gill & Edwards, 2003",M,native ,Fleckfin dottyback (English) ,,2.88 cm SL male/unsexed ,,"Known from the northern Great Barrier Reef and Coral Sea (Ref. 50540), including Coral Sea Islands Territory (Ref. 75154). Also Ref. 90102. ",+ 
Gobiidae,Psilogobius prolatus,"Watson & Lachner, 1985",M,native ,,,5.50 cm SL male/unsexed ,,"Type locality: One Tree Island, Capricorn Group, Great Barrier Reef, Queensland. Also from Ref. 075154. ",+ 
Labridae,Pteragogus cryptus,"Randall, 1981",M,native ,"Cryptic wrasse (English), Sneaky wrasse (English) ",,9.50 cm TL male/unsexed ,,"Known from Queensland and Western Australia (Ref. 75154). Recorded from Shark Bay (Ref. 115274). Also Ref. 1602, 2334. ",+ 
Labridae,Pteragogus enneacanthus,"(Bleeker, 1853)",M,native ,"Cockerel wrasse (English), Cockatiel-fish (English), Flagfin wrasse (English), Redstriped wrasse (English) ",,15.00 cm TL male/unsexed ,,Distribution ranges from the tropical western Pacific reaching south to Sydney Harbour (Ref. 9002); including the Coral Sea (Ref. 27362). Recorded from Shark Bay (Ref. 115274). ,+ 
Microdesmidae,Ptereleotris evides,"(Jordan & Hubbs, 1925)",M,native ,"Arrow dartgoby (English), Arrow dart-goby (English), Arrow goby (English), Blackfin dartfish (English), Sailfin hovergoby (English), Twotone dartfish (English) ",,14.00 cm TL male/unsexed ,,Occurs in the Great Barrier Reef (Ref. 2334) south to New South Wales and Lord Howe Island (Ref. 1602). ,+ 
Microdesmidae,Ptereleotris grammica,"Randall & Lubbock, 1982",M,native ,"Lined dartfish (English), Lined dartgoby (English) ",,10.00 cm TL male/unsexed ,,"Museum: Great Barrier Reef, Escape Reef, AMS I.22622-002 (Ref. 528). ",+ 
Microdesmidae,Ptereleotris hanae,"(Jordan & Snyder, 1901)",M,native ,"Thread-tail dartgoby (English), Blue goby (English), Filament dartfish (English), Thread-tail dart-goby (English), Threadfin dartfish (English) ",,12.00 cm TL male/unsexed ,,"Museum: Western Australia, Dampier Arch., Kendrew I., WAM P.25111-023 (5.5 cm SL). Rosemary I., WAM P.25115-005 (6.7 cm SL). New South Wales, Sydney Harbor, AMS I.18851-001 (2:6-6.9 cm SL). ",+ 
Microdesmidae,Ptereleotris heteroptera,"(Bleeker, 1855)",M,native ,"Tailspot dartgoby (English), Spot-tail hovergoby (English), Spottail dartgoby (English), Tail-spot dart goby (English), Tail-spot dart-goby (English) ",,14.00 cm TL male/unsexed ,,Ranges from the Great Barrier Reef (Ref. 2334) south to New South Wales and Lord Howe Island (Ref. 1602). ,+ 
Microdesmidae,Ptereleotris microlepis,"(Bleeker, 1856)",M,native ,"Greeneye dartgoby (English), Green-eye dart-goby (English), Green-eyed goby (English), Long-finned gudgeon (English), Pale dartfish (English), Pearly dartfish (English), Smallscale hovergoby (English) ",,13.00 cm TL male/unsexed ,,"Known in Queensland, New South Wales.  ",+ 
Microdesmidae,Ptereleotris monoptera,"Randall & Hoese, 1985",M,native ,"Lyretail dartgoby (English), Lyre-tail dart goby (English), Lyre-tail dart-goby (English), Lyretail goby (English), Monofin dartgoby (English) ",,12.00 cm SL male/unsexed ,,Known in Queensland and New South Wales.  ,+ 
Microdesmidae,Ptereleotris uroditaenia,"Randall & Hoese, 1985",M,native ,"Flagtail dartgoby (English), Bandtail dartfish (English), Flag-tail dart-goby (English) ",,10.00 cm SL male/unsexed ,,Recorded from 2 underwater photographs from Lizard Island and the Great Barrier Reef. ,+ 
Microdesmidae,Ptereleotris zebra,"(Fowler, 1938)",M,native ,"Zebra dartgoby (English), Zebra dart-goby (English), Zebra dartfish (English), Zebra hovergoby (English) ",,12.00 cm SL male/unsexed ,,,+ 
Caesionidae,Pterocaesio chrysozona,"(Cuvier, 1830)",M,native ,"Yellowband fusilier (English), Goldband fusilier (English) ",,21.00 cm TL male/unsexed ,,"From North West Cape to Darwin (Ref. 5978). Museum: WAM P.26191-003 (Ref. 5978). Western Australia, 80 km north of Port Hedland, AMS I.22800-013, I.22802-012. New South Wales, AMS I.19122-002 (Ref. 1723). Also Ref. 402. ",+ 
Caesionidae,Pterocaesio digramma,"(Bleeker, 1864)",M,native ,"Doubleline fusilier (English), Black-tipped fusilier (English), Double stripe fusilier (English), Two-stripe fusilier (English), Yellow-striped fusilier (English) ",,30.00 cm TL male/unsexed ,,"Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Recorded from Shark Bay (Ref. 115274). Museum: Western Australia, Kendrew I., WAM P21715-8. Queensland, ANSP 135356, 121092, 135355, 113564, 121925, 121941, 121926; BMNH 1927.2.10.33. Lizard I., USNM 218146, 218148. Also Ref. 402. ",+ 
Caesionidae,Pterocaesio marri,"Schultz, 1953",M,native ,"Bigtail fusilier (English), Bananafish (English), Black-tipped fusilier (English), Marr's fusilier (English) ",,35.00 cm TL male/unsexed ,,Reported from the Coral Sea Islands Territory (Ref. 75154). ,+ 
Caesionidae,Pterocaesio pisang,"(Bleeker, 1853)",M,native ,,,21.00 cm TL male/unsexed ,,Known from Western Australia (Ref. 49596). ,+ 
Caesionidae,Pterocaesio tile,"(Cuvier, 1830)",M,native ,"Neon fusilier (English), Blue-dash fusilier (English), Darkbanded fusilier (English) ",,30.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 402. ,+ 
Caesionidae,Pterocaesio trilineata,"Carpenter, 1987",M,native ,"Threestripe fusilier (English), Striped fusilier (English), Three-lined fusilier (English) ",,20.00 cm TL male/unsexed ,,"Museum: Queensland, ANSP 122847 (Ref. 1723). Also Ref. 402. ",+ 
Scorpaenidae,Pterois antennata,"(Bloch, 1787)",M,native ,"Spotfin lionfish (English), Broadbarred lionfish (English), Ragged-finned firefish (English), Ragged-finned scorpionfish (English) ",,20.00 cm TL male/unsexed ,,"Ranges south to Western Australia at 32°09'S and Sydney, New South Wales (Ref. 33390); including the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 1602, 90102. ",+ 
Scorpaenidae,Pterois lunulata,"Temminck & Schlegel, 1843",M,native ,Dragon's beard fish (English) ,,35.00 cm TL male/unsexed ,,,+ 
Scorpaenidae,Pterois mombasae,"(Smith, 1957)",M,native ,African lionfish (English) ,,20.00 cm SL male/unsexed ,,Museum: NTM S.10621-001. From North West Cape to Darwin. ,+ 
